date,year,type,country,state,location,activity,sex,age,fatal_y/n,time,sex_clean,activity_clean,hour,time_period
24-Apr-2014,2014,Unprovoked,AUSTRALIA,Western Australia,"South Passage, South Of Coral Bay",Spearfishing,M,,N,nan,Male,Spearfishing,,
22-Apr-2014,2014,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Swimming,M ,42.0,N,15:30,Male,Swimming,15.0,Afternoon
15-Apr-2014,2014,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Wading,M,25.0,N,09:57,Male,Swimming,9.0,Morning
Reported 12-Apr-2014,2014,Watercraft,SOUTH AFRICA,,,Shark watching,Unknown,,N,nan,Unknown,Other,,
12-Apr-2014,2014,Provoked,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,,N,Morning,Male,Fishing,,
04-Apr-2014,2014,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,13.0,N,13:50,Male,Surfing,13.0,Afternoon
04-Apr-2014,2014,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14.0,N,13:30,Male,Surfing,13.0,Afternoon
03-Apr-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Tathra,Swimming,F,63.0,Y,08:20,Female,Swimming,8.0,Morning
29-Mar-2014,2014,Invalid,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,38.0,Unknown,13:30,Male,Diving,13.0,Afternoon
22-Mar-2014,2014,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,66.0,Y,15:00,Male,Swimming,15.0,Afternoon
22-Mar-2014,2014,Unprovoked,UNITED STATES,Florida,Delray Beach,Kite Surfing,M,,N,nan,Male,Surfing,,
21-Mar-2014,2014,Unprovoked,UNITED STATES,Florida,Macarthur State Park,Surfing,M,9.0,N,nan,Male,Surfing,,
18-Mar-2014,2014,Unprovoked,NEW CALEDONIA,Baie De Sainte-Marie,,Kite Surfing,M,42.0,N,17:58,Male,Surfing,17.0,Evening
18-Mar-2014,2014,Unprovoked,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,42.0,N,Morning,Male,Surfing,,
18-Mar-2014,2014,Invalid,AUSTRALIA,New South Wales,Lennox Head,Unknown,F,10.0,Unknown,17:00,Female,Unknown,17.0,Evening
12-Mar-2014,2014,Unprovoked,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,,N,18:00,Male,Swimming,18.0,Evening
13-Mar-2014,2014,Invalid,CAYMAN ISLANDS,,,Scuba diving / culling lionfish,M,,Unknown,nan,Male,Diving,,
02-Mar-2014,2014,Unprovoked,UNITED STATES,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,21.0,N,nan,Male,Surfing,,
20-Feb-2014,2014,Unprovoked,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,21.0,N,16:00,Male,Surfing,16.0,Afternoon
Reported 17-Feb-2014,2014,Watercraft,PAPUA NEW GUINEA,,,Sailing,M,21.0,N,Night,Male,Other,,
08-Feb-2014,2014,Unprovoked,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,28.0,Y,12:00,Male,Diving,12.0,Afternoon
07-Feb-2014,2014,Provoked,TRINIDAD & TOBAGO,Trinidad,,Fishing,M,,N,nan,Male,Fishing,,
07-Feb-2014,2014,Unprovoked,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,28.0,N,20:30,Male,Surfing,20.0,Evening
26-Jan-2014,2014,Provoked,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,,N,nan,Male,Fishing,,
25-Jan-2014,2014,Unprovoked,NEW ZEALAND,South Island,Garden Bay Near Cosy Nook,Spearfishing,M,24.0,N,nan,Male,Spearfishing,,
04-Jan-2014,2014,Sea Disaster,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,31.0,N,nan,Male,Other,,
2014,2014,Unprovoked,UNITED STATES,Hawaii,,Free diving / Photographing pilot whales,M,,N,nan,Male,Diving,,
2014,2014,Watercraft,NEW ZEALAND,,Stewart Island,Filming a documentary,Unknown,,N,nan,Unknown,Other,,
25-Dec-2013,2013,Unprovoked,NEW CALEDONIA,North Province,"Lindéralique, Hienghène",Snorkeling,M,37.0,N,11:00,Male,Snorkeling,11.0,Morning
16-Dec-2013,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,19.0,N,08:45,Male,Surfing,8.0,Morning
13-Dec-2013,2013,Unprovoked,KIRIBATI,740 Miles Se Of Tarawa Atoll,,Attempting to remove fishing net from submerged object,M,35.0,N,nan,Male,Fishing,,
11-Dec-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,29.0,N,08:00,Male,Surfing,8.0,Morning
10-Dec-2013,2013,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,M,30.0,N,14:30,Male,Surfing,14.0,Afternoon
05-Dec-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Shelly Beach, Near Port Macquarie",Surfing,M,26.0,N,18:15,Male,Surfing,18.0,Evening
02-Dec-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Between Makena & Molokini, Maui",Kayaking / Fishing,M,57.0,Y,09:00,Male,Fishing,9.0,Morning
30-Nov-2013,2013,Unprovoked,AUSTRALIA,New South Wales,"Riecks Point, Campbell’S Beach",Body boarding,M,19.0,Y,14:00,Male,Surfing,14.0,Afternoon
29-Nov2013,2013,Unprovoked,UNITED STATES,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,58.0,N,13:00,Female,Snorkeling,13.0,Afternoon
23-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,35.0,Y,09:00,Male,Surfing,9.0,Morning
22-Nov-2013,2013,Unprovoked,UNITED STATES,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,25.0,N,10:30,Male,Surfing,10.0,Morning
12-Nov-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,,N,15:00,Male,Surfing,15.0,Afternoon
10-Nov-2013,2013,Provoked,BAHAMAS,,Off Cape Eleuthera,Shark fishing,M,77.0,N,11:00,Male,Fishing,11.0,Morning
07-Nov-2013,2013,Unprovoked,UNITED STATES,New Jersey,"Bay Head, Ocean County",Body boarding,M,16.0,N,Afternoon,Male,Surfing,,
07-Nov-2013,2013,Unprovoked,UNITED STATES,Florida,"Floridana Beach, Brevard County",Surfing,M,,N,nan,Male,Surfing,,
31-Oct-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,46.0,N,15:19,Male,Surfing,15.0,Afternoon
28-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,60.0,N,Afternoon,Female,Snorkeling,,
26-Oct-2013,2013,Unprovoked,REUNION,D’Étang-Salé,Ravine Mula,Body boarding,M,24.0,N,16:30,Male,Surfing,16.0,Afternoon
26-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Little Island, Near Hillarys",Diving for crayfish,M,,N,10:55,Male,Diving,10.0,Morning
24-Oct-2013,2013,Unprovoked,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,41.0,N,18:15,Male,Surfing,18.0,Evening
23-Oct-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Waiehu, Maui",Diving ,M,45.0,N,15:55,Male,Diving,15.0,Afternoon
20-Oct-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Pila'A Beach, Kaua'I",Surfing,M,25.0,N,11:00,Male,Surfing,11.0,Morning
19-Oct-2013,2013,Unprovoked,UNITED STATES,Florida,Miami Beach,Wading,M,6.0,N,Afternoon,Male,Swimming,,
11-Oct-2013,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, Near Jeffrey'S Bay",Swimming / snorkeling,M,74.0,Y,11:30,Male,Swimming,11.0,Morning
08-Oct-2013,2013,Unprovoked,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,55.0,N,10:30,Male,Diving,10.0,Morning
06-Oct-2013,2013,Unprovoked,UNITED STATES,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,45.0,N,08:45,Male,Surfing,8.0,Morning
10-Oct-2013,2013,Unprovoked,UNITED STATES,Florida,"Destin, Okaloosa County",Wading,M,12.0,N,15:30,Male,Swimming,15.0,Afternoon
29-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Melbourne Beach, Brevard County",Surfing,M,50.0,N,10:00,Male,Surfing,10.0,Morning
29-Sep-2013,2013,Unprovoked,ISRAEL,Southern District,Ashdod,Diving,M,27.0,N,11:30,Male,Diving,11.0,Morning
 25-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Panama City, Bay County",Standing,M,7.0,N,10:30,Male,Other,10.0,Morning
 21-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Ormond Beach, Volusia County",Swimming,M,45.0,N,13:00,Male,Swimming,13.0,Afternoon
 21-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Carlin Park, Jupiter, Palm Beach County",Surfing,M,,N,Morning,Male,Surfing,,
 14-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Casino Beach, Pensacola, Escambia County",Swimming,M,21.0,N,15:30,Male,Swimming,15.0,Afternoon
 12-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,F,13.0,N,13:00,Female,Surfing,13.0,Afternoon
08-Sep-2013,2013,Unprovoked,UNITED STATES,South Carolina,"St. Helena Island, Beaufort County",Unknown,F,,Unknown,nan,Female,Unknown,,
 07-Sep-2013,2013,Provoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43.0,N,16:00,Male,Surfing,16.0,Afternoon
 07-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Standing,M,25.0,N,16:00,Male,Other,16.0,Afternoon
 02-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"Ormond Beach, Volusia County",Swimming,M,17.0,N,13:00,Male,Swimming,13.0,Afternoon
 01-Sep-2013,2013,Provoked,UNITED STATES,Florida,Key West Aquarium,Unknown,M,3.0,N,nan,Male,Unknown,,
 01-Sep-2013,2013,Unprovoked,BAHAMAS,,,Unknown,M,,N,nan,Male,Unknown,,
 01-Sep-2013,2013,Unprovoked,UNITED STATES,Florida,"St Augustine Beach, St Johns County",Casting a net,M,9.0,N,12:00,Male,Other,12.0,Afternoon
31-Aug-2013,2013,Unprovoked,BAHAMAS,,Freetown Beach,Spearfishing,M,,N,nan,Male,Spearfishing,,
31-Aug-2013,2013,Unprovoked,UNITED STATES,California,"Butterfly Beach, Montecito, Santa Barbara County",Swimming,M,,N,23:00,Male,Swimming,23.0,Night
29-Aug-2013,2013,Invalid,UNITED STATES,California,Catalina Channel,Marathon swimming,F,47.0,Unknown,nan,Female,Swimming,,
26-Aug-2013,2013,Provoked,FRANCE,Bay Of Biscay,,Longline fishing for sharks,M,50.0,N,20:30,Male,Fishing,20.0,Evening
 25-Aug-2013,2013,Unprovoked,UNITED STATES,Florida,"Winterhaven Park, Ponce Inlet, Volusia County",Boogie boarding,F,11.0,N,17:00,Female,Surfing,17.0,Evening
 25-Aug-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Smiths,Wrangling a shark,M,,N,15:00,Male,Fishing,15.0,Afternoon
 18-Aug-2013,2013,Unprovoked,UNITED STATES,Hawaii,Pohoiki,Surfing,M,16.0,N,13:00,Male,Surfing,13.0,Afternoon
17-Aug-2013,2013,Unprovoked,UNITED STATES,California,"Pillar Point, Half-Moon Bay, San Mateo County",Surfing,F,,N,12:40,Female,Surfing,12.0,Afternoon
 14-Aug-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Makenat, Maui",Snorkeling,F,20.0,Y,16:30,Female,Snorkeling,16.0,Afternoon
 13-Aug-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Ka'A Point, Maui",Kiteboarding,F,19.0,N,13:55,Female,Surfing,13.0,Afternoon
11-Aug-2013,2013,Unprovoked,UNITED STATES,South Carolina,Folly Beach,Surfing,M,10.0,N,17:30,Male,Surfing,17.0,Evening
Reported 08-Aug-2013,2013,Unprovoked,SOUTH AFRICA,,,Attempting to free the shark,M,,N,nan,Male,Other,,
 05-Aug-2013,2013,Unprovoked,UNITED STATES,Florida,"Sanibel Island, Lee County",Fishing,M,17.0,N,15:00,Male,Fishing,15.0,Afternoon
  31-Jul-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Ulua Beach, Maui",Snorkeling,F,56.0,N,08:45,Female,Snorkeling,8.0,Morning
  30-Jul-2013,2013,Unprovoked,UNITED STATES,South Carolina,"Isle Of Palms, Charleston County",Swimming,M,32.0,N,nan,Male,Swimming,,
28-Jul-2013,2013,Unprovoked,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,40.0,N,16:05,Male,Spearfishing,16.0,Afternoon
  29-Jul-2013,2013,Unprovoked,MEXICO,Quintana Roo,,Wading,F,,N,11:00,Female,Swimming,11.0,Morning
  29-Jul-2013,2013,Unprovoked,UNITED STATES,Hawaii,"White Plains Beach, Oahu",Surfing,M,18.0,N,14:10,Male,Surfing,14.0,Afternoon
28-Jul-2013,2013,Unprovoked,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,64.0,N,16:45,Male,Fishing,16.0,Afternoon
28-Jul-2013,2013,Unprovoked,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,50.0,N,11:15,Male,Diving,11.0,Morning
    22-Jul-2013,2013,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,18.0,Y,13:20,Female,Swimming,13.0,Afternoon
19-Jul-2013,2013,Unprovoked,UNITED STATES,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,50.0,N,14:30,Female,Surfing,14.0,Afternoon
Reported 17-Jul-2013,2013,Unprovoked,UNITED STATES,Florida,"Butler Beach, St Augustine, St. Johns County",Swimming ,M,,N,nan,Male,Swimming,,
15-Jul-2013,2013,Unprovoked,REUNION,Saint-Paul,Le Cimetière Marin,Swimming & snorkeling,F,15.0,Y,14:15,Female,Swimming,14.0,Afternoon
14-Jul-2013,2013,Unprovoked,DIEGO GARCIA,,,Swimming,M,33.0,Y,nan,Male,Swimming,,
11-Jul-2013,2013,Unprovoked,UNITED STATES,North Carolina,Holden Beach. Brunswick County,Wading,F,63.0,N,15:20,Female,Swimming,15.0,Afternoon
07-Jul-2013,2013,Invalid,SPAIN,Catalonia,"Sant Marti D’Empuries Beach, L’Escala",Swimming,M,48.0,Unknown,nan,Male,Swimming,,
02-Jul-2013,2013,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,29.0,N,nan,Male,Surfing,,
30-Jun-2013,2013,Unprovoked,TAIWAN,Taitung,,Fishing,M,,N,nan,Male,Fishing,,
27-Jun-2013,2013,Invalid,JAMAICA,Kingston Parish,Port Royal,Unknown,M,20.0,Unknown,nan,Male,Unknown,,
25-Jun-2013,2013,Watercraft,UNITED STATES,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,,N,15:30,Male,Fishing,15.0,Afternoon
25-Jun-2013,2013,Unprovoked,UNITED STATES,Florida,"Jacksonville, Duval County",Swimming,M,,N,nan,Male,Swimming,,
25-Jun-2013,2013,Unprovoked,UNITED STATES,South Carolina,"Kiawah Island, Charleston County",Swimming,M,14.0,N,12:45,Male,Swimming,12.0,Afternoon
18-Jun-2013,2013,Unprovoked,UNITED STATES,Hawaii,Kona Coast State Park,Swimming,M,28.0,N,12:50,Male,Swimming,12.0,Afternoon
17-Jun-2013,2013,Unprovoked,UNITED STATES,Texas,"Surfside Beach, Brazoria County",Swimming,M,15.0,N,14:45,Male,Swimming,14.0,Afternoon
16-Jun-2013,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,,N,Morning,Male,Surfing,,
15-Jun-2013,2013,Unprovoked,UNITED STATES,Florida,"Atlantic Beach, Duval County",Surfing,F,,N,nan,Female,Surfing,,
Reported 14-Jun-2013,2013,Unprovoked,UNITED STATES,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10.0,N,Afternoon,Female,Surfing,,
06-Jun-2013,2013,Provoked,UNITED STATES,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58.0,N,nan,Male,Fishing,,
06-Jun-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Target Beach,Surfing,M,,N,16:00,Male,Surfing,16.0,Afternoon
27-May-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Halewia, Oahu",Diving,M,32.0,N,nan,Male,Diving,,
27-May-2013,2013,Unprovoked,UNITED STATES,Florida,"Ormond Beach, Volusia County",Swimming,M,11.0,N,Afternoon,Male,Swimming,,
23-May-2013,2013,Unprovoked,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,M,41.0,Y,nan,Male,Unknown,,
23-May-2013,2013,Provoked,PALESTINIAN TERRITORIES,,Gaza,Fishing,M,30.0,N,Evening,Male,Fishing,,
14-May-2014,2013,Unprovoked,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29.0,N,12:00,Male,Surfing,12.0,Afternoon
08-May-2013,2013,Invalid,UNITED STATES,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42.0,Unknown,nan,Male,Surfing,,
08-May-2013,2013,Unprovoked,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,36.0,Y,08:20,Male,Surfing,8.0,Morning
04-May-2013,2013,Unprovoked,UNITED STATES,Florida,"Melbourne Beach, Brevard County",Surfing,M,16.0,N,11:15,Male,Surfing,11.0,Morning
28-Apr-2013,2013,Provoked,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,,N,nan,Male,Fishing,,
24-Apr-2013,2013,Unprovoked,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34.0,N,13:40,Female,Swimming,13.0,Afternoon
21-Apr-2013,2013,Unprovoked,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,51.0,N,14:00,Male,Fishing,14.0,Afternoon
17-Apr-2013,2013,Unprovoked,UNITED STATES,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9.0,N,10:30,Male,Surfing,10.0,Morning
14-Apr-2013,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,,N,nan,Male,Diving,,
13-Apr-2013,2013,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21.0,N,13:30,Male,Surfing,13.0,Afternoon
13-Apr-2013,2013,Unprovoked,GUAM,,,Unknown,M,40.0,Y,nan,Male,Unknown,,
10-Apr-2013,2013,Unprovoked,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,53.0,N,12:00,Male,Surfing,12.0,Afternoon
04-Apr-2013,2013,Unprovoked,UNITED STATES,Florida,"Jensen Beach, Martin County",Swimming,M,50.0,N,nan,Male,Swimming,,
Reported 02-Apr-2013,2013,Invalid,AUSTRALIA,Western Australia,Perth,Unknown,M,24.0,Unknown,nan,Male,Unknown,,
02-Apr-2013,2013,Unprovoked,UNITED STATES,Hawaii,Ka’Anapali Shores,Surfing,M,58.0,N,08:30,Male,Surfing,8.0,Morning
31-Mar-2013,2013,Invalid,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,47.0,Unknown,nan,Male,Surfing,,
29-Mar-2013,2013,Unprovoked,SEYCHELLES,,Ile Platte,Free diving,M,34.0,N,nan,Male,Diving,,
Reported 21-Mar-2013,2013,Unprovoked,BELIZE,,,Snorkeling,F,,N,nan,Female,Snorkeling,,
21-Mar-2013,2013,Unprovoked,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,50.0,N,nan,Male,Fishing,,
16-Mar-2013,2013,Provoked,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,30.0,N,09:00,Male,Fishing,9.0,Morning
16-Mar-2013,2013,Unprovoked,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,,N,nan,Male,Surfing,,
12-Mar-2013,2013,Unprovoked,JAMAICA,St. Catherine,Pillikin Red Light Area,Spearfishing,M,68.0,Y,09:00,Male,Spearfishing,9.0,Morning
10-Mar-2013,2013,Unprovoked,AUSTRALIA,Western Australia,African Reef Off Geraldton,Spearfishing,M,28.0,N,09:00,Male,Spearfishing,9.0,Morning
10-Mar-2013,2013,Unprovoked,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,,N,nan,Male,Swimming,,
03-Mar-2013,2013,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John'S,Swimming,M,39.0,N,nan,Male,Swimming,,
27-Feb-2013,2013,Unprovoked,NEW ZEALAND,North Island,Muriwai,Swimming,M,46.0,Y,13:24,Male,Swimming,13.0,Afternoon
21-Feb-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Ka'Anapali, Honokowai, Maui",Surfing,Unknown,,N,18:00,Unknown,Surfing,18.0,Evening
21-Feb-2013,2013,Unprovoked,UNITED STATES,Hawaii,"Paia Bay, Maui",Surfing,M,,N,18:00,Male,Surfing,18.0,Evening
10-Feb-2013,2013,Unprovoked,UNITED STATES,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16.0,N,14:00,Male,Surfing,14.0,Afternoon
09-Feb-2013,2013,Unprovoked,FRENCH POLYNESIA,Society Islands,"Tapu, A Dive Site On The Outer Reefs Of Bora Bora",Scuba diving,M,48.0,N,09:00 - 09:30,Male,Diving,9.0,Morning
01-Feb-2013,2013,Unprovoked,JAMAICA,Kingston Parish,Pedro Cays,Unknown,M,18.0,N,nan,Male,Unknown,,
26-Jan-2013,2013,Watercraft,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,,N,nan,Male,Fishing,,
25-Jan-2013,2013,Unprovoked,AUSTRALIA,Queensland,Noosa,Surfing,M,,N,nan,Male,Surfing,,
Reported 21-Jan-2013,2013,Invalid,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,62.0,Unknown,nan,Male,Other,,
16-Jan-2013,2013,Unprovoked,UNITED STATES,Hawaii,Kiholo Bay,Surfing,M,43.0,N,16:30,Male,Surfing,16.0,Afternoon
13-Jan-2013,2013,Unprovoked,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,M,,N,nan,Male,Spearfishing,,
05-Jan-2013,2013,Unprovoked,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26.0,N,10:00,Male,Diving,10.0,Morning
31-Dec-2012,2012,Unprovoked,UNITED STATES,Florida,"Jensen Beach, Martin County",Swimming,M,,N,14:00,Male,Swimming,14.0,Afternoon
30-Dec-2012,2012,Unprovoked,AUSTRALIA,New South Wales,Between Dee Why And Long Reef,Surfing,M,23.0,N,12:45,Male,Surfing,12.0,Afternoon
28-Dec-2012,2012,Unprovoked,AUSTRALIA,New South Wales,"Kylie'S Beach, Diamond Head",Paddle boarding,M,29.0,N,10:45,Male,Surfing,10.0,Morning
25-Dec-2012,2012,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Port St. John'S,Swimming,M,20.0,Y,nan,Male,Swimming,,
19-Dec-2012,2012,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Surfing,M,32.0,N,08:30,Male,Surfing,8.0,Morning
05-Dec-2012,2012,Unprovoked,UNITED STATES,Hawaii,Kauai,Surfing,M,60.0,N,13:20,Male,Surfing,13.0,Afternoon
02-Dec-2012,2012,Unprovoked,AUSTRALIA,New South Wales,Green Island,Spearfishing,M,31.0,N,16:45,Male,Spearfishing,16.0,Afternoon
December 2012,2012,Unprovoked,NEW ZEALAND,South Island,"Sunday Cove, Fiordland",Scuba diving,F,25.0,N,nan,Female,Diving,,
30-Nov-2012,2012,Unprovoked,UNITED STATES,Hawaii,"Kihei, Maui",Snorkeling,M,61.0,N,09:40,Male,Snorkeling,9.0,Morning
27-Nov-2012,2012,Invalid,AUSTRALIA,Queensland,Mooloolaba,Unknown,M,20.0,Unknown,14:50,Male,Unknown,14.0,Afternoon
22-Nov-2012,2012,Unprovoked,MEXICO,Sinaloa,Nuevo Altata,Swimming,M,32.0,Y,11:40,Male,Swimming,11.0,Morning
19-Nov-2012,2012,Unprovoked,UNITED STATES,Florida,"Melbourne Beach, Brevard County",Surfing,M,14.0,N,17:30,Male,Surfing,17.0,Evening
04-Nov-2012,2012,Unprovoked,UNITED STATES,Hawaii,"Makena Landing, Maui",Diving,M,30.0,N,08:30,Male,Diving,8.0,Morning
04-Nov-2012,2012,Unprovoked,UNITED STATES,Hawaii,"Davidson'S Surf Break, Kekaha, Kaua'I",Surfing,M,43.0,N,08:10,Male,Surfing,8.0,Morning
30-Oct-2012,2012,Unprovoked,UNITED STATES,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,25.0,N,12:00,Male,Surfing,12.0,Afternoon
27-Oct-2012,2012,Unprovoked,UNITED STATES,Hawaii,"Makena Landing, Maui",Swimming,F,51.0,N,15:56,Female,Swimming,15.0,Afternoon
23-Oct-2012,2012,Unprovoked,UNITED STATES,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,39.0,Y,11:00,Male,Surfing,11.0,Morning
19-Oct-2012,2012,Unprovoked,UNITED STATES,Florida,"Seaport, Brevard County",Unknown,F,35.0,N,nan,Female,Unknown,,
18-Oct-2012,2012,Unprovoked,UNITED STATES,Florida,"Ponce Inlet, Volusia County",Surfing,M,24.0,N,10:30,Male,Surfing,10.0,Morning
18-Oct-2012,2012,Unprovoked,UNITED STATES,Hawaii,"Kanaha Beach, Maui",Paddle boarding,M,55.0,N,07:30,Male,Surfing,7.0,Morning
16-Oct-2012,2012,Invalid,UNITED STATES,Florida,Hobe Sound,Unknown,M,,Unknown,17:00,Male,Unknown,17.0,Evening
Reported 11-Oct-2012,2012,Unprovoked,NIGERIA,Delta,Oboro,Bathing,F,38.0,N,nan,Female,Swimming,,
10-Oct-2012,2012,Unprovoked,UNITED STATES,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,42.0,N,18:30,Male,Surfing,18.0,Evening
02-Oct-2012,2012,Unprovoked,AUSTRALIA,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,M,11.0,N,12:00,Male,Surfing,12.0,Afternoon
25-Sep-2012,2012,Unprovoked,UNITED STATES,Florida,"Melbourne Beach, Brevard County",Surfing,M,21.0,N,16:30,Male,Surfing,16.0,Afternoon
24-Sep-2012,2012,Unprovoked,UNITED STATES,Florida,"Spanish House Beach, Brevard County",Surfing,M,22.0,N,Afternoon,Male,Surfing,,
16-Sep-2012,2012,Unprovoked,UNITED STATES,Florida,"Cocoa Beach, Brevard County",Surfing,M,52.0,N,15:00,Male,Surfing,15.0,Afternoon
10-Sep-2012,2012,Unprovoked,TONGA,Vava'U,Eueiki Island,Swimming,F,29.0,N,nan,Female,Swimming,,
09-Sep-2012,2012,Unprovoked,UNITED STATES,Florida,"New Smyrna Beach, Volusia County",Surfing,Unknown,19.0,N,14:20,Unknown,Surfing,14.0,Afternoon
08-Sep-2012,2012,Unprovoked,UNITED STATES,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",Surfing,M,25.0,N,12:00,Male,Surfing,12.0,Afternoon
